0.107786	-0.42004
0.0803552	-0.40714
0.0676385	-0.514158
0.0994055	-0.369216
0.0768401	-0.372103
0.0633206	-0.368783
0.0847991	-0.470126
0.0871578	-0.443321
0.0632584	-0.441183
0.0898274	-0.442978
0.0651563	-0.375141
0.0739747	-0.411958
0.0955547	-0.396708
0.0767482	-0.434127
0.0659971	-0.480167
0.0907491	-0.441465
0.0899358	-0.522931
0.0681113	-0.543613
0.0749531	-0.495313
0.0580077	-0.481048
0.0743461	-0.456186
0.0864608	-0.372129
0.0921473	-0.341927
0.086956	-0.506154
0.0785029	-0.441562
0.0697356	-0.440244
0.0795245	-0.408507
0.0759896	-0.467949
0.0784067	-0.501695
0.0829365	-0.436671
0.0761392	-0.377672
0.0727668	-0.350329
0.102105	-0.404343
0.0730165	-0.472897
0.098283	-0.487255
0.078169	-0.573417
0.072868	-0.430714
0.0960445	-0.467664
0.062709	-0.393212
0.0789318	-0.502204
0.0574457	-0.494083
0.0850254	-0.402106
0.0541635	-0.372433
0.0765314	-0.453297
0.0801545	-0.383812
0.0795159	-0.455533
0.0637975	-0.446215
0.0485492	-0.43794
0.0917129	-0.473505
0.0703525	-0.486005
0.0740986	-0.524991
0.0810384	-0.408143
0.0804319	-0.41731
0.0507739	-0.53039
0.0513056	-0.435299
0.0810006	-0.46686
0.0639628	-0.500401
0.0984081	-0.426143
0.0809896	-0.322181
0.104459	-0.39788
0.0655692	-0.498677
0.0649429	-0.499386
0.0826971	-0.374271
0.0793219	-0.341839
0.0893182	-0.323427
0.0746103	-0.41107
0.0684595	-0.488582
0.0832178	-0.45101
0.0567679	-0.451577
0.082088	-0.416767
0.0617345	-0.452475
0.0791012	-0.48258
0.0737388	-0.432022
0.095588	-0.349125
0.104335	-0.407155
0.0467627	-0.473856
0.0638995	-0.460502
0.102144	-0.351135
0.0742876	-0.396421
0.081286	-0.291381
0.0831501	-0.364495
0.0877978	-0.380851
0.082292	-0.4145
0.107221	-0.546767
0.0743229	-0.483404
0.0695075	-0.380877
