3.58736,3.48293
-4.79388,-1.42082
-4.4993,-2.1809
0.14618,-4.99786
-4.30504,-2.54296
-0.637592,-4.95918
-4.99675,0.180298
-4.33255,-2.49579
-4.49098,-2.19797
-2.78389,-4.15331
4.97048,0.542478
4.59322,1.97544
0.336895,4.98864
-4.9217,0.881406
-2.4408,4.36377
-0.24788,4.99385
-0.913227,4.91589
1.74405,4.68597
-4.99547,0.212738
-4.95711,0.653527
-4.9484,0.716488
-3.45685,3.6125
2.45476,4.35594
4.28752,2.57239
0.189942,-4.99639
-1.39408,-4.80172
2.58745,-4.27845
4.14393,-2.79784
2.41103,4.38029
0.528157,4.97203
0.81467,-4.93318
4.95597,0.662106
